__file__,1.corporate_identity_number_cin,1.global_location_number_gln,2.name_of_the_company,2.address_of_the_registered_office,2.email_id_of_the_company,3.form_for_registration_of,4.applicant_is,5.date_of_instrument_creating_or_modifying_charge,5.nature_description_of_instrument,5.charge_created_or_modified_outside_india,6,7.charge_on,7.others_specify,8.consortium_finance_involved,8.joint_charge_involved,8.number_of_charge_holders,9.category,9.name,9.address.line1,9.address.line2,9.address.city,9.address.state,9.address.country,9.address.pin_code,9.address.iso_country_code,9.email_id,9.has_pan,9.pan,9.bsr_code_branch_code,10.amount_secured_by_charge_in_rs,10.amount_secured_by_charge_in_words,10.amount_in_foreign_currency_details,11.date_of_creating_security_interest,11.borrower_customer_account_number,11.rate_of_interest,11.repayment_term_in_months,11.terms_of_repayment,11.nature_of_facility,11.date_of_disbursement,11.miscellaneous_narrative_information,11.margin,11.extent_and_operation_of_the_charge,11.others,12.date_of_instrument_creating_or_evidencing_the_charge,12.description_of_the_instrument_creating_or_evidencing_the_charge,12.date_of_acquisition_of_the_property,12.amount_of_the_charge_in_rs,12.particulars_of_the_property_charged,13.short_particulars_of_property_or_assets_charged,14.number_of_title_documents_deposited_by_customer,15.is_property_not_registered_in_company_name,16.date_of_creation_or_last_modification_prior_to_present
32_FormSchV-250910_for_the_FY_ending_on-310310.OCT.pdf,,,ATOP FASTENERS PRIVATE LIMITED,,vickyvishal@rediffmail.com,,,24/09/2010,,,,[],,,,,,,,,,,,,,,,,,,,,24/09/2010,,,,,,,,,,,,,,,,,,,
32_FormSchV-301011_for_the_FY_ending_on-310311.OCT.pdf,,,ASB Projects Limited.,,anujashoksign@yahoo.co.in,,,30/09/2011,,,,[],,,,,,,,,,,,,,,,,,,,,30/09/2011,,,,,,,,,,,,,,,,,,,
32_Form_23AC-131206-Revised-1.OCT.pdf,,,"(b). Address of the 519, MODEL HOUSE, PUNJAGUTTA,HYDERABAD.",,goud_7059@rediffmail.com,,,,,,,['Others'],(Please specify),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32_Form_8-100413.OCT.pdf,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32_List_of_share_holders__debenture_holders_-12112016.pdf,U85110TG1990PTC011527,,,,arunbombay@gmail.com,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33_Copy_of_Financial_Staements_duly_authenticated_as_per_section_134__Including_Boards_report__auditors_report_and_other_documents_-02112016.pdf,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33_Copy_of_MGT-8-18122018.pdf,U99999CH1997PTCO19687,,,,csvishalarora@yahoo.in,Modification of charge,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33_Copy_of_resolution_passed_by_the_company-19042016.pdf,U80900DL2008NPL185369,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33_Copy_of_the_intimation_sent_by_company-12102016.pdf,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33_Form23AC-071009_for_the_FY_ending_on-310309.OCT.pdf,,,ATOP FASTENERS PRIVATE LIMITED,,vickyvishal@rediffmail.com,,,24/08/2009,,,,[],,,,,,of the subsidiary,,,,,,,,,,,,,,,24/08/2009,,,,,,,,,,,,,,,,,,,
33_Form_20B-291106.OCT.pdf,,,ARIES HOLISTIC HEALTH CARE PVT.LTD.,,goud_7059@rediffmail.com,,,31/03/2006,,,,[],,,,,,,,,,,,,,,,,,,,,31/03/2006,,,,,,,,,,,,,,,,,,,
33_Form_8-040612.OCT.pdf,,,ATOP FASTENERS PRIVATE LIMITED,,vickyvishal@rediffmail.com,Creation of charge,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33_Form_MGT-14-290714.OCT.pdf,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33_Frm23ACA-301011_for_the_FY_ending_on-310311.OCT.pdf,,,ASB Projects Limited.,,ranjanaclass2@rediffmail.comReason,,The Company,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34_Copy_of_the_intimation_sent_by_company-19042016.pdf,U80900DL2008NPL185369,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34_Copy_of_written_consent_given_by_auditor-12102016.pdf,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34_Directors_report_as_per_section_134_3_-02112016.pdf,U85110TG1990PTC011527,,,"details Hyderabad-500016 E-Mail: arunbombay@qmail.com Telephone No.: 040-23732499 7 Whether Listed Compan vii | Name, Address and Contact details of NLA Registrar and Transfer Agent (l. PRINCIPAL BUSINESS ACTIVITIES OF THE COMPANY: Business activities which contribute to 10% or more of the total turnover of the company shall be stated- NIL Name and Description of NIC Code of the Product/ ‘ total turnover of main products/ services service the company ll. PARTICULARS OF HOLDING, SUBSIDIARY AND ASSOCIATE COMPANIES: The Company does not have any Holding, Subsidiary or Associate Companies. IV. SHAREHOLDING PATTERN (Equity Share Capital Break up as percentage of Total Equity): i) Category-wise Share Holding: Category of No. of Shares held at the beginning of | No. of Shares held at the end | %Change Shareholders | the year of the year during the ear De- | Physical Total De- | Physical Total mat mat A. Promoters (1)Indian a)Individual/ HUF b)Central Govt. c) State Govi.(s) d) Bodies Corp. e)Banks/Fl g) Any Other.... Sub-total (A)(1):- (2)Foreign a)NRIs Individuals b)Other Individuals c) Bodies Corp. d)Banks/FI e) Any Other.... Sub-total (A)(2):- Total shareholding of Promoter mee naa B. Public Shareholdin g",arunbombay@gmail.com,,The Company,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34_Form23AC-301110_for_the_FY_ending_on-310310.OCT.pdf,,,ASB Projects Limited.,,anujashoksign@yahoo.co.in,,,02/09/2010,,,,[],,,,,,of the subsidiary,,,,,,,,,,,,,,,02/09/2010,,,,,,,,,,,,,,,,,,,
34_Form66-061009_for_the_FY_ending_on-310309.OCT.pdf,,,ATOP FASTENERS PRIVATE LIMITED,,vickyvishal@rediffmail.com,,The Company,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34_List_of_share_holders__debenture_holders_-18122018.pdf,U99999CH1997PTCO01968,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35_Copy_of_written_consent_given_by_auditor-19042016.pdf,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35_Form66-301110_for_the_FY_ending_on-310310.OCT.pdf,,,ASB Projects Limited.,,anujashoksign@yahoo.co.in,,The Company,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35_FormSchV-071009_for_the_FY_ending_on-310309.OCT.pdf,,,ATOP FASTENERS PRIVATE LIMITED,,vickyvishal@rediffmail.com,,,30/09/2009,,,,[],,,,,,,,,,,,,,,,,,,,,30/09/2009,,,,,,,,,,,,,,,,,,,
35_Optional_Attachment-_1_-18122018.pdf,,,,,,,,,,,,[],,,,,,,,,,,,390051,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36_FormSchV-301110_for_the_FY_ending_on-310310.OCT.pdf,,,ASB Projects Limited.,,anujashoksign@yahoo.co.in,,,30/09/2010,,,,[],,,,,,,,,,,,,,,,,,,,,30/09/2010,,,,,,,,,,,,,,,,,,,
36_Form_20B-191108.OCT.pdf,,,ATOP FASTENERS PRIVATE LIMITED,,vickyvishal@rediffmail.com,,,30/09/2008,,,,[],,,,,,,,,,,,,,,,,,,,,30/09/2008,,,,,,,,,,,,,,,,,,,
36_Form_23B_for_period_010413_to_310314-300913.OCT.pdf,,,ASB Projects Limited.,,agracfc@gmail.com,,,30/09/2013,,,,[],,,,,,,,,,ment of correctness given by the auditor,,282002,,,,,,,,,30/09/2013,,,,,,,,,,,,,,,,,,,
36_Optional_Attachment-_2_-18122018.pdf,099999CH1997PTC0O1968,,ATOP FASTENERS PRIVATE LIMITED,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37_Form_23AC-091108.OCT.pdf,,,ATOP FASTENERS PRIVATE LIMITED,,vickyvishal@rediffmail.com,,,29/08/2008,,,,[],,,,,,of the subsidiary,,,,,,,,,,,,,,,29/08/2008,,,,,,,,,,,,,,,,,,,
37_Form_23B_for_period_010412_to_310313-270912.OCT.pdf,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37_Frm23ACA-301110_for_the_FY_ending_on-310310.OCT.pdf,,,ASB Projects Limited.,,ranjanaclass2@rediffmail.comReason,,The Company,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37_Optional_Attachment-_3_-18122018.pdf,U99999CH1997PTCO19687,,,,,,,,,,,['Others'],(eu jf —_f ff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38_Additional_attachment_to_Form_23AC-071109_for_the_FY_ending_on-310309.OCT.pdf,,,ASB Projects Limited.,,ranjanaclass2@rediffmail.comReason,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38_Form_20B-011207.OCT.pdf,,,ATOP FASTENERS PRIVATE LIMITED,,kamal@atopfasteners.com,,,31/03/2007,,,,[],,,,,,,,,,,,,,,,,,,,,31/03/2007,,,,,,,,,,,,,,,,,,,
38_Form_23B_for_period_010411_to_310312-031011.OCT.pdf,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38_Optional_Attachment-_4_-18122018.pdf,099999CH1997PTCO196B7,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39_Form66-071109_for_the_FY_ending_on-310309.OCT.pdf,,,ASB Projects Limited.,,anujashoksign@yahoo.co.in,,The Company,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39_Form_2-090611.OCT.pdf,,,ASB Projects Limited.,,anujashoksign@yahoo.co.in,,,,,,,[],,,,,,,,,,ment of correctness given by the filing company.,,,,ranjanaclass2@rediffmail.comReason,,,,,,,,,,,,,,,,,,,,,,,,,,
39_Form_23AC-031107.OCT.pdf,,,(b). Address of the 181 INDUSTRIAL AREAPHASE II,,kamal@atopfasteners.com,,,,,,,['Others'],(Please specify),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39_Optional_Attachment-_5_-18122018.pdf,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3_CERTIFICATE_OF_REGISTRATION_FOR_MODIFICATION_OF_CHARGE-20171229.pdf,,,: ATOP FASTENERS PRIVATE LIMITED,,,Modification of charge,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3_Company_CSR_policy_as_per_section_135_4_-17082021.pdf,,,,,,,The Company,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3_Directors_report_as_per_section_134_3_-11112022.pdf,U85110UP1994PLC016361,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3_Directors_report_as_per_section_134_3_-22112022.pdf,U85110TG1990PTCO11527,,ARIES HABITAT PRIVATE LIMITED,"Contact details 500016 E-Mail: arunbombay@gmail.com Telephone No.: 040-23732499 vi |Whether listed Company No vii |Name, Address & Contact details of the |N.A ll. PRINCIPAL BUSINESS ACTIVITIES OF THE COMPANY All the business activities contributing 10% or more of the total turnover of the Company shall be stated SL. Name & Description of main NIC Code of the % of total turnover of No products/services Product / Service the Company N.A (Since NIL Operational Revenue) —— se il. PARTICULARS OF HOLDING, SUBSIDIARY & ASSOCIATE COMPANIES ce) SL |Name & Address of the| CIN/GLN .N |Company Holding/Subsidiary/ |% of |Applicable Associate Shares | Section Held IV. SHAREHOLDING PATTERN (Equity Share Capital Break up as % fo total equity) Category of Shareholders No. of shares at the beginning of the year No. of Shares at the end of the year Demat Physical Total % of Total Shares Demat Physical Total % of Total | Shares lA. Promoters (1) Indian a)Individual/HUF 40000 40000",arunbombay@gmail.com,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3_Form_ADT-1-12102019_signed.pdf,,,ATOP FASTENERS PRIVATE LIMITED,of the company RAM DARBAR CHANDIGARH Chandigarh 160002 India (c) *,rakesh@atopfasteners.com,,,01/04/2018,,,,[],,,,,,,,,,,,,,,,,,,,,01/04/2018,,,,,,,,,,,,,,,,,,,
3_Form_ADT-1-23122021.pdf,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3_Form_AOC-4-14032022_signed.pdf,,,ARIES HABITAT PRIVATE LIMITED,,arunbombay@gmail.com,,The Company,16/09/2021,,,,[],,,,,,of the subsidiary company,,,,,,,,,,,,,,,16/09/2021,,,,,,,,,,,,,,,,,,,
3_Form_AOC-4-24022022_signed.pdf,,,ASB PROJECTS LIMITED.,,accounts@ashokcosmosmall.com,,The Company,20/11/2021,,,,[],,,,,,of the subsidiary company,,,,,,,,,,,,,,,20/11/2021,,,,,,,,,,,,,,,,,,,
3_Form_AOC-4_XBRL_-14032022_signed.pdf,,,ATOP FASTENERS PRIVATE LIMITED,,rakesh@atopfasteners.com,,,30/11/2021,,,,[],,,,,,,,,,ments duly authenticated as,INDIA,232022,IN,,,,,,,,30/11/2021,,,,,,,,,,,,,,,,,,,
3_Form_Addendum_to_AOC-4_CSR-17032022_signed.pdf,,,IPAS DEVELOPMENT FOUNDATION,"2, PASCHIMI MARG, 3RD FLOOR VASANT VIHAR NEW DELHI South Delhi Delhi 110057 India *(d) email ID of the company sethip@ipas.org",sethip@ipas.org,,The Company,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3_Form_CFSS-2020-22062021_signed.pdf,,,(b) *Address of the registered office or principal place of business in India of the company,"7-1-24/2/D, Greendale, Ameerpet Hyderabad Telangana (c) *email Id of the company arunbombay@gmail.com",arunbombay@gmail.com,,,05/12/2020,,,,[],,,,,,,,,,,,,,,,,,,,,05/12/2020,,,,,,,,,,,,,,,,,,,
3_Form_DIR-11-25102021_signed.pdf,U80900DL2008NPL185369,,IPAS DEVELOPMENT FOUNDATION,,sethip@ipas.org,,The Company,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3_Form_DIR-12-01102021_signed.pdf,,,ARIES HABITAT PRIVATE LIMITED,,arunbombay@gmail.com,,,05/06/1989,,,,[],,,,,,,,,,,,,,,,,,,,,05/06/1989,,,,,,,,,,,,,,,,,,,
3_Form_DIR-12-28102017_signed.pdf,,,ATOP FASTENERS PRIVATE LIMITED,,vickyvishal@rediffmail.com,,,12/11/1998,,,,[],,,,,,,,,,,,,,,,,,,,,12/11/1998,,,,,,,,,,,,,,,,,,,
3_Form_INC-22-07122020_signed.pdf,,,IPAS DEVELOPMENT FOUNDATION,"E-63 VASANT MARGVASANT VIHARNEW DELHIDelhi110057India (c) Name of office of existing Registrar of Companies (RoC) RoC - Delhi (d)* Purpose of the form Change within local limits of city, town or village Change outside local limits of city, town or village,within the same RoC and state Change in RoC within the same state Change in state within the jurisdiction of same RoC Change in state outside the jurisdiction of existing RoC",sethip@ipas.org,,The Company,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3_Optional_Attachment-_1_-13032021.pdf,,,,,mohali@atopfasteners.com,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3_Optional_Attachment-_1_-29112022.pdf,,,ATOP FASTENERS PRIVATE LIMITED,,csteamva@gmail.com,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40_FormSchV-071109_for_the_FY_ending_on-310309.OCT.pdf,,,ASB Projects Limited.,,anujashoksign@yahoo.co.in,,,30/09/2009,,,,[],,,,,,,,,,,,,,,,,,,,,30/09/2009,,,,,,,,,,,,,,,,,,,
40_Form_66-031107.OCT.pdf,,,ATOP FASTENERS PRIVATE LIMITED,,atop@atopfastners.com,,The Company,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40_XBRL_financial_statements_duly_authenticated_as_per_section_134__including_Board's_report_auditor's_report_and_other_documents_-18122018.pdf,U99999CH1997PTC019687,,ATOP FASTENERS PRIVATE LIMITED,,,,The Company,03/09/2018,,,,[],,,,,,,,,,,,,,,,,,,,,03/09/2018,,,,,,,,,,,,,,,,,,,
41_Form23AC-071109_for_the_FY_ending_on-310309.OCT.pdf,,,ASB Projects Limited.,,anujashoksign@yahoo.co.in,,,01/09/2009,,,,[],,,,,,of the subsidiary,,,,,,,,,,,,,,,01/09/2009,,,,,,,,,,,,,,,,,,,
41_Form_20B-010107.OCT.pdf,,,ATOP FASTENERS PRIVATE LIMITED,,sanjeevrsharma@hotmail.com,,,31/03/2006,,,,[],,,,,,,,,,,,,,,,,,,,,31/03/2006,,,,,,,,,,,,,,,,,,,
41_Optional_Attachment-_1_-28112017.pdf,U99999CH1997PTC019687,,ATOP FASTENERS PRIVATE LIMITED,,,,,,,,,[],,,,,,of the Company during the year under review.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42_Form_23AC-010107.OCT.pdf,,,(b). Address of the 181 INDUSTRIAL AREAPHASE II,,sanjeevrsharma@hotmail.com,,,,,,,['Others'],(Please specify),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42_Frm23ACA-071109_for_the_FY_ending_on-310309.OCT.pdf,,,ASB Projects Limited.,,ranjanaclass2@rediffmail.comReason,,The Company,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42_Optional_Attachment-_2_-28112017.pdf,U99999CH1997PTCO19687,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43_Form_20B-301108.OCT.pdf,,,ASB Projects Limited.,,anujashoksign@yahoo.com,,,30/09/2008,,,,[],,,,,,,,,,,,,,,,,,,,,30/09/2008,,,,,,,,,,,,,,,,,,,
43_Form_66-010107.OCT.pdf,,,ATOP FASTENERS PRIVATE LIMITED,,sanjeevrsharma@hotmail.com,,The Company,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43_Optional_Attachment-_3_-28112017.pdf,U99999CH1997PTC019687,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44_Form_23AC-301108.OCT.pdf,,,ASB Projects Limited.,,anujashoksign@yahoo.co.in,,,01/09/2008,,,,[],,,,,,of the subsidiary,,,,,,,,,,,,,,,01/09/2008,,,,,,,,,,,,,,,,,,,
44_Optional_Attachment-_4_-28112017.pdf,,,,,mehanassoclates@yahoo.com,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45_Form_23ACA-301108.OCT.pdf,,,ASB Projects Limited.,,anujashokcs@yahoo.co.inReason,,The Company,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45_XBRL_financial_statements_duly_authenticated_as_per_section_134__including_Board's_report_auditor's_report_and_other_documents_-28112017.pdf,U99999CH1997PTC019687,,ATOP FASTENERS PRIVATE LIMITED,"181, INDUSTRIAL AREA, PHASE II, RAM DARBAR CHANDIGARH.",,,The Company,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46_Copy_of_MGT-8-22112017.pdf,U99999CH1997PTC019687,,,,csvishalarora@yahoo.in,Modification of charge,The Company,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46_Form_66-301108.OCT.pdf,,,ASB Projects Limited.,,anujashoksign@yahoo.co.in,,The Company,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47_Form_20B-240108-Revised-1.OCT.pdf,,,ASB Projects Limited.,,anujashoksign@yahoo.com,,,31/03/2007,,,,[],,,,,,,,,,,,,,,,,,,,,31/03/2007,,,,,,,,,,,,,,,,,,,
47_List_of_share_holders__debenture_holders_-22112017.pdf,U99999CH1997PTC019687,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48_Form_23AC-240108-Revised-1.OCT.pdf,,,"(b). Address of the 52/2, ASHOK BHAWAN",,anujashoksign@yahoo.com,,,,,,,['Others'],(Please specify),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48_Optional_Attachment-_1_-22112017.pdf,,,,,,,,30/12/2016,,,,[],,,,,,,,,,,,,,,,,,,,,30/12/2016,,,,,,,,,,,,,,,,,,,
49_Copy_of_MGT-8-03122016.pdf,U99999CHI997PTC019687,,,,csteamva@gmail.com,Modification of charge,The Company,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49_Form_23ACA-240108-Revised-1.OCT.pdf,,,ASB Projects Limited.,,anujashokcs@yahoo.co.inReason,,The Company,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4_Approval_letter_for_extension_of_AGM_-28032022.pdf,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4_CERTIFICATE_OF_REGISTRATION_FOR_MODIFICATION_OF_CHARGE-20161011.pdf,,,: ATOP FASTENERS PRIVATE LIMITED,,,Modification of charge,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4_Copy_of_Financial_Staements_duly_authenticated_as_per_section_134__Including_Boards_report__auditors_report_and_other_documents_-17082021.pdf,,,,,,,,,,,,[],,,,,,,,,"AS A LESSEE, AND WHERE THE LESSOR EFFECTIVELY RETAINS SUBSTANTIALLY ALL THE RISKS AND REWARDS OF OWNERSHIP OF THE",ments ee,INDIA,067127,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,
4_Copy_of_written_consent_given_by_auditor-14102022.pdf,,,,,srinu@nsvr.in,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4_Form_ADT-1-08062019_signed.pdf,,,ATOP FASTENERS PRIVATE LIMITED,of the company RAM DARBAR CHANDIGARH Chandigarh 160002 India (c) *,cmd@atopfasteners.com,,,01/04/2010,,,,[],,,,,,,,,,,,,,,,,,,,,01/04/2010,,,,,,,,,,,,,,,,,,,
4_Form_ADT-1-29082019_signed.pdf,,,IPAS DEVELOPMENT FOUNDATION,of the company VASANT VIHAR NEW DELHI Delhi 110057 India (c) *,sethip@ipas.org,,,01/04/2018,,,,[],,,,,,,,,,,,,,,,,,,,,01/04/2018,,,,,,,,,,,,,,,,,,,
4_Form_AOC-4-11012022_signed.pdf,,,ASB PROJECTS LIMITED.,,accounts@ashokcosmosmall.com,,The Company,01/12/2020,,,,[],,,,,,of the subsidiary company,,,,,,,,,,,,,,,01/12/2020,,,,,,,,,,,,,,,,,,,
4_Form_AOC-4-18082021_signed.pdf,,,IPAS DEVELOPMENT FOUNDATION,,manningv@ipas.org,,The Company,28/06/2021,,,,[],,,,,,of the subsidiary company,,,,,,,,,,,,,,,28/06/2021,,,,,,,,,,,,,,,,,,,
4_Form_DIR-12-12042017_signed.pdf,,,ATOP FASTENERS PRIVATE LIMITED,,vickyvishal@rediffmail.com,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4_Form_DPT-3-05012021_signed.pdf,,,ARIES HABITAT PRIVATE LIMITED,,arunbombay@gmail.com,,The Company,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(d) Value of the property,,,
4_Form_MGT-7-24022021_signed.pdf,,,ATOP FASTENERS PRIVATE LIM,,rakesh@atopfasteners.com,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4_Form_MGT-7-28022021_signed.pdf,,,ARIES HABITAT PRIVATE LIMITE,,arunbombay@gmail.com,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4_Form_PAS-6-25112021_signed.pdf,,,ASB PROJECTS LIMITED.,,accounts@ashokcosmosmall.com,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4_List_of_share_holders__debenture_holders_-18022022.pdf,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4_Notice_of_resignation_filed_with_the_company-25102021.pdf,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4_Optional_Attachment-_1_-01102021.pdf,U85110TG1990PTC011527,,,,arunbombay@gmail.com,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4_Optional_Attachment-_2_-13032021.pdf,,,,,ATOP@ATOPFASTNERS.COM,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,s (in Disbursement,,,,,,,,,,,,,,,,
50_Form_66-240108.OCT.pdf,,,ASB Projects Limited.,,anujashoksign@yahoo.co.in,,The Company,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50_List_of_share_holders__debenture_holders_-03122016.pdf,U99999CH1997PTC019687,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51_Form_20B-060207-Revised-1.OCT.pdf,,,ASB HEALTH CARE AND INDUSTRIES LIMITED,,anujashoksign@yahoo.co.in,,,31/03/2006,,,,[],,,,,,,,,,,,,,,,,,,,,31/03/2006,,,,,,,,,,,,,,,,,,,
51_Optional_Attachment-_1_-29112016.pdf,U99999CH1997PTC019687,,ATOP FASTENERS PRIVATE LIMITED,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52_Form_23AC-060207-Revised-1.OCT.pdf,,,"(b). Address of the 52/2, ASHOK BHAWAN",,anujashoksign@yahoo.co.in,,,,,,,['Others'],(Please specify),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52_Optional_Attachment-_2_-29112016.pdf,U99999CH1997PTC0O1968,,,,,,,,,,,['Others'],(specify),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53_Form_23ACA-060207-Revised-1.OCT.pdf,,,ASB HEALTH CARE AND INDUSTRIES LIMITED,,anujashoksign@yahoo.co.inapprovingInformationAgra,,The Company,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53_Optional_Attachment-_3_-29112016.pdf,U99999CH1997PTC019687,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54_Form_66-060207.OCT.pdf,,,ASB HEALTH CARE AND INDUSTRIES LIMITED,,anujashoksign@yahoo.co.in,,The Company,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
